"ID","text","sensibile"
"SexualOrientation023","today is also lesbian visibility day! no matter your pronouns i love and support you very much. you are so valid! , ",1
"SexualOrientation024","What part of donald trump was convicted of sexual abuse of minors did you not fucking understand Furthermore My husband and I are part of the anti community that despises MAPs the literal parasites in our community trying to justify pedophilia as a sexuality",1
"SexualOrientation025","Sexual preferences are different from sexuality",0
"SexualOrientation026","2004: bi
2006: man people hate bis... I am just a fujoshi nothing to see here. Also I an genderfucked
2009: genderfuck sounds stupid. I don't wanna make trans look bad.
2010: fujoshi AND Bi and I like Yuri too.",1
"SexualOrientation027","LOOK AT THIS PRETTY BOY",0
"SexualOrientation028","USA briii I am more than open to the idea that average behaviours between the sexes may have innate components That is not ‘gender identity’ though",0
"SexualOrientation029","oHHHHH SO LIKE JIMIN FOUND THE BALANCE BETWEEN HIS MASCULINE SIDE AND HIS FEMININE SIDE... hence the different earrings and the different ""clothing"".... omg",1
"SexualOrientation030","We all have a biological sex Not a gender identity",0
"SexualOrientation031","OrangeArtist I’m bisexual I’m also queer because I’m a zoophile Queer “denoting or relating to a sexual or gender identity that does not correspond to established ideas of sexuality and gender ”",1
"SexualOrientation032","the bi media representation we've been waiting for , ",0
"SexualOrientation033","It's not a headcanon anymore (YAY!!!!) but lesbian amity blight!! I was so happy when she was confirmed a lesbian :3 , ",1
"SexualOrientation034","I do not like this Biden Harris ticket as a first or even 3rd choice but I will tell you that Kamala emasculating men is my sexual orientation",1
"SexualOrientation035","Wait Dios Bi I lowkey never heard anything about this until now When did Araki confirm this",0
"SexualOrientation036","Transgender Asexual Damn it Ignore those I forgot there was a T and A in there even after typing it Forgive me It s 8AM and I still haven t slept Mm I see",1
"SexualOrientation037","I’m marrying a bisexual 🤗 , ",1
"SexualOrientation038","yeah my lesbian bev edit got deleted but i would totally be posting it rn &gt",1
"SexualOrientation039","But again they don t need to Mentioning intersex people only brings up the fact that even sex isn t strictly binary Gender however has no attachment to your sexual organs Which is why there are trans women with penises and trans men with vaginas",0
"SexualOrientation040","People are always so surprised to learn that I get harassed about my gender identity incredibly often. Fear of harassment discrimination and violence is a big part of why it took me so long to come out in the first place. I just assumed everyone was aware of it.",0
"SexualOrientation041","True best person should be picked not based on their color or sexual orientation but on their skills and experience and what they can bring to the contribute for the betterment of everyone or to the institution",0
"SexualOrientation042","so you tell me 🤨🙄 miakus is 😑😬 HETERO! 🤢🤮AND! ASEXUAL 🤨😂 and also 😑🥸 TRANS?🏳️‍⚧️😵",1
"SexualOrientation043","Yeah I know all about the different preferences and what they mean but this kinda defeats the purpose of being pan or lesbian",0
"SexualOrientation044","Please help support lesbian pride add a #Twibbon now! , ",0
"SexualOrientation045","self confidence in the moment is me saying I was gonna post a pic for lesbian day last month but knowing well you won’t feel like that when the day has actually came",1
"SexualOrientation046","Normalising pedophilia? This sort of thing is popping up more and more. It’s not a healthy sexual orientation. It’s not a taboo to be broken. It’s sick , ",1
"SexualOrientation047","Suck it up I ll sympathize when you re assulted and murdered for your gender identity",1
"SexualOrientation048","The female body is really art ✨🥺 , ",0
"SexualOrientation049","wow The one update I read to your ridiculous article was actually even more ridiculous amp only updated us on your bigotry My wife of 20 years is bisexual and we have 6 kids and there are absolutely tons of bisexual women in relationships with men who have kids GTFO",1
"SexualOrientation050","i need castlevania mutuals. lets talk about hector and isaac falling in love. lets discuss bi icon alucard",0
"SexualOrientation051","the older i get the more bi i get and i’m fine with tht",1
"SexualOrientation052","Normaliseer hetero’s haten",1
"SexualOrientation053","What if the person doesn t care about gender identity Like most people do",0
"SexualOrientation054","Dude that is fucked up Tory is the most open and awesome therapist she specializes in sex sexuality and sexual trauma she is open to alternative methodologies and everyone I know who has seen her appreciates her Hollar at me",0
"SexualOrientation055","I find it possible you haven t even tried to educate yourself about gender identity and transgender people",0
"SexualOrientation056","the sexual tension between pence and talking straight out of his ass",0
"SexualOrientation057","As much subtext as there may have been by some writers thats never felt like enough to erase the genuine meaningful intimate relationships he s had with multiple women over 50 years So being bi would have been more of an addition to his character as opposed to retconning it",0
"SexualOrientation058","""I understand why cis women who have experienced abuse are scared of cisgender men, but it’s not trans people’s fault. ... But we as trans people are scared of those same men – they attack us just as frequently as they attack cis women.""     , ",1
"SexualOrientation059","rr: “nico’s gay,” shows how and why he fell in love with percy, currently has a boyfriend.
“apollo’s bisexual or pan” says he’s had boyfriends and girlfriends 
jkr: “dumbledore’s gay” not mentioned in the book AT ALL , ",1
"SexualOrientation060","I FELT THIS i’m bi but like why do i have to be so attracted to guys",1
"SexualOrientation061","AAAAA I do canon Song Lan to be bi and Xingchen came a while after his first relationship",1
"SexualOrientation062","that doesn t change the fact that demisexual is not a sexual orientation and it is not oppressed in any sort of way so these people need to STFU",0
"SexualOrientation063","Rich coming from a closet homosexual who calls himself Lady G",0
"SexualOrientation064","now ive said ugarth gay aroace. but get ready. sylnan... bi aroace.......",0
"SexualOrientation065","Happy birthday to lesbians",0
"SexualOrientation066","16 said he opposes gay marriage 17 he removed protections for trans students He amp the GOP refused the Equality Act Tried amp failed to remove sexual orientation prot from 1964 Civil Rights Act Cut 1B Aids funding Banned trans ppl from the military And we re only to June 17 now",0
"SexualOrientation067","Because LGB is about sexual orientation and T is not about that it’s about gender identity Therefore it’s a legitimate conceptual separation It doesn’t mean that trans people are excluded from LGB for concerns around their sexual orientation any more than plumbers are",0
"SexualOrientation068","Asexual people reproduce by growing a second smaller dick on their original dick until it’s big enough to fall off and then another person will grow from the fallen dick. This is called budding",0
"SexualOrientation069","had a dream deku confirmed he was bi Erm dreams come true plz 🙏🙏",0
"SexualOrientation070","They're having fantasies about sexual activity with children... and you don't think that's an issue. They are fantasising about having sex with someone who is too young to understand their sexuality and what goes behind sex and can't consent. That's an issue. That's not right. , ",0
"SexualOrientation071","whats your opinion on cis people who use other pronouns that arent assigned to their sex/gender — there’s a fine line but pronouns do not necessarily equal gender? it’s based on your comfortability with your gender identity.  , ",0
"SexualOrientation072","Normalize gender non-conforming ppl who are not extremely tall&amp;thin and like 80% legs

Where are my short plump genderqueer folks I need y'all",0
"SexualOrientation073","Yea he been iffy since day in the day but I think he is Bi",1
"SexualOrientation074","happy #InternationalLesbianDay to all my lesbian moots out there! i love you and apreciate you all so so much!!",0
"SexualOrientation075","I don’t know who needs to hear this, but if you support the Straight Youth, you support Pedophilia. Explain to me why “CHILDREN” need sexual preferences like Straight, Straight, and Straight.

Children &amp; Sex = Pedophilia

Shut the fuck up. , ",1
"SexualOrientation076","Thief Duo is my exception as a lesbian",1
"SexualOrientation077","I'm in a cab going to work and the people on it are: me (lesbian) my colleague (bisexual) and a lesbian couple who are fighting who's gonna pay 😂",1
"SexualOrientation078","anws hello !! i have a new name and i would like to announce that i am nonbinary (they/them) and i don’t lean into masculine/feminine. 

amelia is a deadname now; hi everyone, i’m rumi",1
"SexualOrientation079","USA briii But you haven’t clarified what ‘here’s evidence for gender identity’ could even mean What experiment do you devise",0
"SexualOrientation080","Give me a heterosexual explanation for the ""women don't feel right"" lyric change in More Than This.",0
"SexualOrientation081","he called sam him in 2017 and same came out in 2017 he never fetishized bi women hear the song u will realize in the song the girl says to do it and the song was co written by a bi woman who told it wasnt offensive at all and still both of them apologized",0
"SexualOrientation082","Happy lesbian day to all you lovely lesbians out there! I hope today is magnificent for you!❤️",0
"SexualOrientation083","I think my gender identity is girlflux idk I think it is I'm still figuring that part out",1
"SexualOrientation084","New header in honor of the lesbian visibility day 🥰🧡💖🧡

#Catradora #LesbianVisibilityDay , ",0
"SexualOrientation085","""what if i like girls?""

"".. you shouldn't interfere with nature's will.""

What an awful time I had.
(+trauma, abuse, creeping depression and adhd)

But somehow I like the way I turned out nevertheless?
I am comfortable with how I identify, my sexual orientation and partner..",1
"SexualOrientation086","Biology How can children who haven t developed their sexuality yet may not know if they are straight gay bi may have never had an orgasm make decisions about their future sexual functioning",0
"SexualOrientation087","Hey gamers!
This is my come out post! Yeah you read that right I'm Bi 
What will this change?
Uhh nothing I'll still be the same stupid dude. 
So that's it! , ",1
"SexualOrientation088","Well if you happen to think as many do that sex is an immutable biological reality and that male female man woman are the words that we use to differentiate then blurring or obfuscating is a pretty accurate description",0
"SexualOrientation089","For those recently hearing about #Autism and gender due to Tavistock, I highly recommend reading this article:

""There seems to be a double standard for autistic youth exploring and asserting their sexuality and gender identity — and there shouldn’t be.""

, ",0
"SexualOrientation090","125 The real tragedy is that trans women are actually on your side Many of us myself included are sexual assualt survivors We respect the hell out of all women s rights and want all women to feel safe That s why it s especially painful to be assumed to be predators",1
"SexualOrientation091","We all have a biological sex Not a gender identity",0
"SexualOrientation092","""We're the ones who can't choose to be gay but bisexuals can.""
No one chooses their sexual orientation. Not straight people, gay people or bisexuals. 
, ",0
"SexualOrientation093","THIS IS SO CUTE SO HOMO AWWW I LOVE IT",1
"SexualOrientation094","My first brain cell I appreciate this subversion of gender roles and how aesthetic doesn t affect identity My other more important brain cell pretty boy has nice outfit",1
"SexualOrientation095","yachi is a LESBIAN",1
"SexualOrientation096","Cishets dudes trying to argue with me about how my gender identity is some kind of mental illness like bitch be quiet my dick is bigger than yours will ever be",0
"SexualOrientation097","The Bi/Pan lesbian exists only on twitter. I've only heard about it on twitter. Please focus on issues that are actually important rather than getting mad at teens that self ID as bi/pan lesbians. Dumbest fucking discourse ever",1
"SexualOrientation098","Writer Dan naked Your preferences may be a sexuality depending on how we define them but they are not a sexual attraction and they are not a sexual identity I really dont know what else to say to you because you want to believe it so bad",0
"SexualOrientation099","I turned on GoT once to give it a chance and the first thing I saw was two dudes sucking each others dicks Never watched it again and have assumed all who do are homosexual",1
"SexualOrientation100","Whatever guess he s never heard of Gideon David or Solomon Despite what the Puritans would have you believe Christians aren t asexual or eunuchs",0
"SexualOrientation101","dove cameron being bisexual is what i needed to hear",1
"SexualOrientation102","did we all not learn that you can use they/them when you don’t know their gender identity😐 , ",0
"SexualOrientation103","Bro if BTS is gay it’s their problem not yours. Stop being homophobic. 
It’s 2020 fgs!Treat them like human beings not what u expect from a male or female &amp; their sexual orientation. 
Being gay, bi, pan, lesbian or non binary is nothing wrong.
Don’t force your belief on others.😑",0
"SexualOrientation104","r yum Okay what decade were you born in Because you keep calling gay people homosexuals you said sexual preference not orientation you keep conflating attraction and sex This is not an insult but you may want to reevaluate how accepting you really are",0
"SexualOrientation105","good morning to nonbinary sapphics people who cry when amelie's part comes on in need you here bread stick eaters william beckett gender enviers people who drink water and monster regularly and people who's bisexual awakening was spurred on by pete wentz. fuck everyone else",0
"SexualOrientation106","bub and i go by any pronouns! i’ve identified as a lesbian for a few years now , ",1
"SexualOrientation107","I mean there is 0 proof to suggest gender identity is in any way formed or changed AFTER utero And it s not predisposes the fact HRT works when it doesn t on cis people proves that",0
"SexualOrientation108","That being said I completely understand your point and what youre saying and feel awful for your friend their gender identity is completely valid and I wish them never to question that I don’t want to involved in this anymore",0
"SexualOrientation109","international lesbian day is trending? hmm i smell a new drawing idea , ",0
"SexualOrientation110","Yeah same, tf is that bullshit 
""Bi lesbian""
Isn't that... just bi? Or bi with preference for women? Am i stupid? , ",0
"SexualOrientation111","maureen is literally bi ummm , ",1
"SexualOrientation112","This is from GIDS website. Why does this not surprise me ?

""We also work with a small number of children who have a trans parent, and whose difficulties are related to their experience of their parent’s gender identity or transition.""

Visit the GIDS website",0
"SexualOrientation113","Got bullied for being a Bisexual more than I can count because I was using the Bi pin Those are the funniest days of my life",1
"SexualOrientation114","in an interview when they were waving goodbye harry goes “bye ” then turned to louis and goes “are you bi ”",0
"SexualOrientation115","So you think 
penis + vagina = lesbians 
And vagina + vagina = lesbian 
And penis + penis = lesbian ?

So like I said like 30 mins ago, you literally think lesbian is an aesthetic and not a SEXual (not gender) orientation. , ",1
"SexualOrientation116","Jordan Yeah Who wants America to be like a city that is working to have less of a negative impact on the environment and that doesn’t suppress people based on their sexual orientation Hint most of us",0
"SexualOrientation117","I’m a Jersey trash bisexual who can drive anything Can I join the team 🥺",1
"SexualOrientation118","HI! i don't wanna mess up anyone's pronouns so can you reply with yours? and your sexual orientation too i wanna know :)",0
"SexualOrientation119","the x-men are homonymous androgynous",0
"SexualOrientation120","when i was eleven i came out to my dad as bi saying “i think i like girls”",1
"SexualOrientation121","Also apparently all of lesbian tiktok ***JUST*** got the Bette is Kamala joke and are making videos about it. Where ya been fam.",0
"SexualOrientation122","So I hear the message but had to listen a couple of times due to being completely distracted by Sarah Silverman’s boobs and now I’m questioning my sexual orientation again! ☺️😁 , ",1
"SexualOrientation123","HAPPY LESBIAN DAY",0
"SexualOrientation124","In conclusion, 
""Pedophilia is an illness that has specific diagnostic criteria - entirely separate from one's sexual orientation."" 
(, ",0
"SexualOrientation125","You know what I hate by being a teen and asexual?

People my age is driven by hormones, exploring their sexual desire, enjoying their sexual fantasies while I sit here, doing my thing, not getting any problems about my sexuality at all.",1
"SexualOrientation126","I m struggling with the pronouns on CVs and paragraphs about gender identity in cover letters",0
"SexualOrientation127","that s not a fetish that s sexual orientation",0
"SexualOrientation128","Bro I never thought I love someone so much bro bro❤💝💕💝💞💝 no homo bro but bro 💖💓💓❤💝💝",1
"SexualOrientation129","Linhardt is often fan-canoned as a trans woman. Fools. He is nonbinary, asexual, AND aromantic. I've NEVER seen ""romantic"" support with him where he was into it, and I'm not sure he has a gender at all. He just wants to do non-harmful research and sleep, leave him alone , ",1
"SexualOrientation130","a homoromantic homosexual bisexual. no I am not making this up yes I had worms for brains , ",1
"SexualOrientation131","this is true i am bi and trans and i have no problem with pansexuality it is very valid and not hurting anyone",1
"SexualOrientation132","Oh so you support trans teens getting puberty blockers so that they can avoid the wrong puberty giving them undesirable secondary sexual characteristics",1
"SexualOrientation133","HAPPY LESBIAN DAY!!!! , ",0
"SexualOrientation134","2015 : straight. 
2016 : straight. 
2017 : bi 
2018 : straight. 
2019 : asexual. 
2020 : asexual. 
I think 2021 I'll be lesbian. , ",0
"SexualOrientation135","I KNOW NOT MANY PEOPLE WILL SEE THIS BUT IM BI AND IDK HOW TO TELL MY FAMILY",1
"SexualOrientation136","it s so heterosexual a car ad 😭😭😭",0
"SexualOrientation137","Happy birthday to lesbians",0
"SexualOrientation138","#InternationalLesbianDay oh cool have a great day lesbians everywhere 👍",0
"SexualOrientation139","w Cream This is exactly how everyone should feel For many parents as soon as their child shows interest in something from the opposite gender they rush in questioning that child’s gender identity which is problematic on many levels",0
"SexualOrientation140","I m a bisexual trans woman and I have lesbian friends i e same sex attracted and unless you also are same sex attracted female neither really do you",1
"SexualOrientation141","It is a fraud to turn yourself into homosexuality in order to stay ahead of the game. Look at Serena James Curry...",0
"SexualOrientation142","not about trans children it s about gender dysphoric children Exactly the point They start with the identity as diagnosis and work backward from there to justify",0
"SexualOrientation143","At the same time it was claimed that a 12 year old who wasn’t interested in sex might be an asexual adult In other words your sexual and gender identity is fixed by 12",0
"SexualOrientation144","Zje When bi people love you we re still bi",1
"SexualOrientation145","happy lesbian day 🌺🌺",0
"SexualOrientation146","gendergp wasn't perfect but it was the only accessible affordable and in my particular set of circumstances safe way for me to start hormone treatment when i needed to start it. my GPs mental health services the gender identity clinic didn't give a shit about me.",1
"SexualOrientation147","Kelley I think that s the whole point of the hearing to improve healthcare support for children amp prevent them making ill informed life changing decisions they come to regret Please think about the children who are gay lesbian bisexual who people like me thought you were there for",0
"SexualOrientation148","he’s bisexual king",1
"SexualOrientation149","When have you ever heard someone refer to a child as straight How about we keep all sexual preferences away from children and let them just be kids",0
"SexualOrientation150","happy lesbian day u sexy queers",1
"SexualOrientation151","I LOVE U LILA happy lesbian day",1
"SexualOrientation152","I don t think she s talking about that I think she s actually saying that at this point why wouldn t anyone see themselfs as bisexual Cause we re constantly changing Why d we stablish we re only into one sex when this could change at any minute by being atracted to someone else",0
"SexualOrientation153","happy lesbian day i love you lesbians",1
"SexualOrientation154","bi—pan solidarity in this household always",1
"SexualOrientation155","I m not getting the joke here I ve seen this a few times Any help understanding Is it to do with gender identity",0
"SexualOrientation156","happy international lesbian day!!! 🧡🤍💗",0
"SexualOrientation157","Re: LRT - if your 6yo boy says, ""I have a crush on Matthew"" your response should be exactly the same as if he says ""I have a crush on Sarah.""  Neither of them says anything profound about his sexuality necessarily, because these crushes aren't necessarily sexual.",0
"SexualOrientation158","Gay is good lesbian is good bi pan poly is good trans genderfluid non binary is good Asexual is good and straight is good Love is love gender identity is gender identity if you have a problem with it you can kiss my gay ass",1
"SexualOrientation159","I LOVE WOMEN , ",1
"SexualOrientation160","MOOD From looking at the mugshots they re mostly androgynous misfits",0
"SexualOrientation161","writer Pence is a repellent human being plain and simple And thanks to the Civil Rights Act in 64 it s illegal to discriminate against LGBTQ workers in the US simply because of their sexual orientation although I know Pence amp tRump are actively working to change things",0
"SexualOrientation162","colleges application asking for my pronouns and sexual orientation"" shit i think it wants me 😏",0
"SexualOrientation163","Do you think this will be added to the list of Gender Identity",0
"SexualOrientation164","Imagine having a gender and sexual identity white cishet tories could get.",0
"SexualOrientation165","happy lesbian day🥰 , ",0
"SexualOrientation166","what has you being trans and bi got to do w you invalidating pansexual people though , ",0
"SexualOrientation167","Happy International Lesbian Day
❤️🧡💛💚💙💜

I am proud to be a lesbian and I am proud of that my friends and family accept it 🏳️‍🌈❤️ , ",1
"SexualOrientation168","Did we find out if the fly was male or female!",0
"SexualOrientation169","AAA !!!! EXCITED 
(also the general lesbian flag but i couldnt add it!! flags in order r nonbinary , trans , theysbian flag n demisexual flag !!) ,  , ",1
"SexualOrientation170","If your male female pan sexual trans gay lesbian and white No",1
"SexualOrientation171","hyunjae says your gender identity is valid and don’t let anyone else tell you otherwise! , ",0
"SexualOrientation172","jackie frost asexual icon , ",1
"SexualOrientation173","Hold up,

""Intersex has nothing to do with gender""

One of the major components of gender is the relationship between a person and the sex of their body.

Can someone explain to me how intersex can NOT be relevant to one's gender identity? , ",0
"SexualOrientation174","But that aside She asked how Umar was homophobic He admits in the clip that he s against hiring LGBT ppl at his school So he s literally pro discrimination on the basis of orientation or gender identity",0
"SexualOrientation175","Why do so many of my friends assumed I'm gay at some point? I'm constantly talking about how much I love girls at least assume I'm bisexual",1
"SexualOrientation176","LESBIAN DAY
YES",0
"SexualOrientation177","My depression anxiety and neurodivergent behaviour was misattributed by every cis person who had influence over me to my gender identity issue. To me my gender was not an issue. My gender was the only thing I was certain of their treatment of me was the issue.",1
"SexualOrientation178","That s literally the whole point of using the word queer It s so people can t attack me based on my sexuality or gender identity If I say I m queer then they have no ammo against me because I already reclaimed the slur",1
"SexualOrientation179","us: omg dianna gay dianna gf omg

dianna, later: no, we’re just friends, aren’t all friends kiss?",1
"SexualOrientation180","Mike identifies as Male please quit confusing his gender identity",1
"SexualOrientation181","OrangeArtist I’m bisexual I’m also queer because I’m a zoophile Queer “denoting or relating to a sexual or gender identity that does not correspond to established ideas of sexuality and gender ”",1
"SexualOrientation182","State Minister's hot muscular bi son gets accused of rape via /r/thatHappened ,  , ",0
"SexualOrientation183","every love live, bandori (exception of himari), d4dj, and revstar girl are lesbians
, ",1
"SexualOrientation184","Not bisexual but same gurllll",1
"SexualOrientation185","1 The definition won t include Trans women s unambiguous male sex sorry 2 amp 3 Your sex was known to your parents so you were socialised accordingly It s part of cultural conditioning Reimer was socialised male until age two then sexual abuse replaced it",0
"SexualOrientation186","nya so you’re choosing your gender you’re choosing to be catgender do you believe gender identity is a choice",0
"SexualOrientation187","Joel Baum Gender exists as a spectrum and gender congruence occurs when one s internal identity feelings of embodiment and social environment are aligned edchat LGBTQ edequity",0
"SexualOrientation188","not me questioning my gender identity anyways my hair has been dyed , ",0
"SexualOrientation189","Ace is ALWAYS lgbt. Cishet = cisgendered, heterosexual, heteroromatic. Ace will never be cishet, because one of those are missing. Additionally, remember that poly ppl are queer, so tbh, we need to find a better way to say ""not queer"".",0
"SexualOrientation190","sys Yo this is do transphobic The only reason we have pride and lesbian rights is due to the work of trans lesbians who put their lives and bodies on the line to fight against oppressive systems Show some respect Trans women are women Period",0
"SexualOrientation191","i get sexy lesbian vibes omg",1
"SexualOrientation192","It’s not about the relationship I’m talking about sexual orientation",0
"SexualOrientation193","I hate when people ask about my sexual orientation. I say I like people and they label me what they want. It’s very irritating being called bisexual or lesbian when I’m neither. So I just tell people I’m gay and I like people. Deal with it and don’t call me what you want.",1
"SexualOrientation194","Yesterday morning like an hour after I came out to my parents as bi",1
"SexualOrientation195","lesbian day. 

love me some Batmoore 

🥰❤ , ",1
"SexualOrientation196","when i was questioning my sexuality at first i thought i could be pan then after a while i found out abt the SAM so i was like “maybe i’m homoromantic bisexual” and i really believed that for the longest time LOL then i also thought i was asexual (which i am But"") so yeah",1
"SexualOrientation197","amy here you go read this it mentions and explains being non binary several times",0
"SexualOrientation198","I love being a lesbian 🥰 happy  #InternationalLesbianDay y’all! ❤️",1
"SexualOrientation199","so like- i hate that i’m basically invalidating my own and identity because of the gender binary i have ingrained in my brain",1
"SexualOrientation200","Is it only what is in between your legs a female can offer",0
